order_detail_id,order_id,pizza_id,quantity
76878,418,,2
84474,83830,pz_0326,3
137103,65376,pz_0193,2
94901,28725,pz_0158,2
150668,27963,pz_0156,2
100113,47684,pz_0181,1
48977,65330,pz_0283,2
122676,56720,pz_0030,1
40836,73995,pz_0225,1
98257,8527,pz_0008,2
88722,50039,pz_0166,1
78285,654,pz_0308,1
162191,55585,pz_0110,2
140035,20033,pz_0037,1
78833,50100,pz_0180,2
104931,15579,pz_0338,
96266,30363,pz_0289,2
85811,31907,pz_0388,1
171583,64207,pz_0107,1
148645,22568,pz_0082,2
90540,64292,pz_0039,1
62789,67551,pz_0376,1
160786,70940,pz_0271,1
63966,29363,pz_0340,2
32420,37166,pz_0183,1
162706,51379,pz_0063,3
114191,75489,pz_0043,1
45030,16509,pz_0081,1
140661,5680,pz_0307,2
11762,35719,pz_0145,1
84869,82685,pz_0144,2
30216,37002,pz_0155,1
121130,33569,pz_0309,1
80417,20235,pz_0379,1
72925,11720,pz_0358,1
10323,63669,pz_0094,4
74299,55524,pz_0178,3
180130,72154,pz_0094,1
34977,84278,pz_0162,1
188222,39211,pz_0221,1
160305,7480,pz_0166,1
1043,11334,pz_0255,1
179402,21327,pz_0150,4
114032,45316,pz_0372,1
43605,40255,pz_0262,2
25354,23235,pz_0011,1
157895,76149,pz_0180,1
112814,40103,pz_0243,3
110107,30967,pz_0221,4
152082,50346,pz_0270,2
32547,19004,pz_0140,1
182706,61453,pz_0309,2
7993,63376,pz_0297,1
180091,62851,pz_0119,1
50086,22162,pz_0073,3
20308,77283,pz_0037,4
72562,5644,pz_0297,1
69221,30549,pz_0327,1
122999,39451,pz_0136,1
128607,8153,pz_0318,1
74909,59696,pz_0337,1
172749,24328,pz_0117,1
59533,81488,pz_0388,2
61784,60373,pz_0090,2
33810,45178,pz_0284,2
149286,72241,pz_0104,1
62697,66637,pz_0102,2
39690,73780,pz_0093,2
180247,46023,pz_0269,4
68461,11773,pz_0270,1
185216,26481,pz_0090,4
182620,81287,pz_0060,1
169972,25334,pz_0175,
112645,71724,pz_0266,2
54151,70303,pz_0310,3
96274,52851,pz_0196,1
64734,43434,pz_0376,3
108330,80890,pz_0297,1
45867,7213,pz_0030,1
62354,67705,pz_0239,1
188647,57558,pz_0151,2
101225,8328,pz_0255,1
130383,79039,pz_0041,2
104466,59023,pz_0207,2
180212,47986,pz_0030,1
16978,84458,pz_0207,1
81854,23943,pz_0208,2
73359,46092,pz_0248,1
122842,32109,pz_0034,1
86466,2671,pz_0278,2
37325,75903,pz_0071,3
187885,37060,pz_0070,1
187634,21927,pz_0350,2
172148,80218,pz_0192,2
14772,61647,pz_0078,3
156169,16775,pz_0155,2
16459,32903,pz_0328,3
9957,5816,pz_0015,1
47054,78819,pz_0154,3
138505,36461,pz_0235,2
10255,10249,pz_0265,2
57448,32610,pz_0246,3
169522,3397,pz_0209,2
96047,35803,pz_0318,3
129305,67404,pz_0383,1
107480,42293,pz_0120,1
16207,78773,pz_0297,1
65818,20603,pz_0204,2
123901,57823,pz_0337,2
54354,8994,pz_0146,2
164943,6831,pz_0138,4
149228,30189,pz_0260,1
15210,9,pz_0208,1
93448,19960,pz_0027,3
113751,57458,pz_0216,1
149757,17625,pz_0379,1
135607,17708,pz_0086,1
158308,83981,pz_0010,1
31942,9920,pz_0350,1
189327,13755,pz_0161,1
67035,59132,pz_0136,1
47130,6046,pz_0253,1
153212,18002,pz_0071,1
86678,39334,pz_0019,2
22557,4835,pz_0339,1
11523,5319,pz_0215,1
59690,73460,pz_0119,3
168393,81217,pz_0166,2
182407,67124,pz_0102,1
11977,82691,pz_0098,1
77821,56748,pz_0135,2
91656,37736,pz_0079,2
26437,83329,pz_0198,1
153287,16664,pz_0374,3
120544,82352,pz_0216,1
90265,35210,pz_0318,1
126168,35945,pz_0104,2
136166,11754,pz_0263,1
114973,30434,pz_0308,2
181033,30128,pz_0101,1
187604,68119,pz_0101,2
137937,19418,pz_0212,1
159711,70087,pz_0239,1
27687,48491,pz_0298,2
86456,84181,pz_0337,1
134785,28823,pz_0120,2
176913,64100,pz_0107,1
116693,27493,pz_0079,1
116490,29612,pz_0175,1
7100,51341,pz_0378,4
40346,79325,pz_0275,1
119097,73357,pz_0096,4
41243,32454,pz_0036,1
119119,47034,pz_0063,2
63226,47708,pz_0236,1
84224,67165,pz_0233,2
13233,40465,pz_0104,1
179346,43534,pz_0329,1
163944,58343,pz_0348,4
185468,71141,pz_0109,1
172350,70006,pz_0284,2
26185,66185,pz_0304,1
181090,28691,pz_0312,2
67569,42592,pz_0085,1
97818,83443,pz_0198,2
159232,44758,pz_0309,2
139002,45021,pz_0194,1
107454,63168,pz_0046,2
69349,25199,pz_0070,2
132979,6772,pz_0164,1
159218,36390,pz_0342,1
78444,68794,pz_0215,1
78721,5039,pz_0150,1
73719,57633,pz_0043,1
104516,45276,pz_0266,1
93757,63152,pz_0334,2
162548,5149,pz_0094,2
132035,53138,pz_0179,2
119063,22814,pz_0291,2
102844,11450,pz_0248,2
161426,45000,pz_0204,2
179367,4195,pz_0318,2
100055,79095,pz_0211,2
178871,15192,pz_0197,1
104083,70589,pz_0357,1
85605,77982,pz_0334,1
189181,71739,pz_0081,1
105980,76550,pz_0263,1
122949,33852,pz_0092,3
115531,13134,pz_0049,2
21834,41077,pz_0370,1
54201,46306,pz_0328,1
145638,36775,pz_0008,2
37042,20519,pz_0206,2
58111,74853,pz_0370,1
187707,32617,pz_0279,1
19051,56981,pz_0107,2
70503,76489,pz_0133,1
64069,19152,pz_0233,1
95917,25992,pz_0261,2
158721,59154,pz_0259,1
22329,54142,pz_0012,1
121817,24458,pz_0239,2
170285,56461,pz_0139,1
127808,51444,pz_0283,2
105549,56565,pz_0197,1
176560,65546,pz_0323,3
110805,27274,pz_0277,1
111823,46087,pz_0307,1
76930,5683,,2
133849,47500,pz_0320,1
59390,36226,pz_0096,1
36830,1286,pz_0061,1
120703,52799,pz_0095,1
87456,32562,pz_0299,1
93666,79294,pz_0236,1
28915,52499,pz_0130,2
115680,40701,pz_0386,1
148045,82696,pz_0386,2
27460,10943,pz_0120,2
790,62058,pz_0069,2
171936,11691,pz_0313,1
181959,5954,pz_0136,1
44383,71628,pz_0076,4
150562,3466,pz_0098,1
133551,54089,pz_0277,2
104823,26756,pz_0176,
167263,32886,pz_0113,2
21823,65463,pz_0182,2
144054,20205,pz_0224,3
84746,8373,pz_0222,1
114613,66467,pz_0022,1
1895,41017,pz_0169,2
171403,21899,pz_0035,1
105822,63733,pz_0238,1
122477,72911,pz_0016,1
101078,28042,pz_0269,1
92248,68814,pz_0294,4
98031,81989,pz_0040,3
92556,30414,pz_0205,1
73880,754,pz_0241,4
5027,896,pz_0115,3
83554,19768,pz_0029,1
89619,64520,pz_0315,4
189628,63092,pz_0269,1
35987,84850,pz_0212,2
39511,54873,pz_0173,1
22216,4128,pz_0219,1
82366,63616,pz_0055,3
136433,62000,pz_0382,2
67428,46129,pz_0215,1
89920,10840,pz_0241,1
12273,31369,pz_0113,1
67763,37792,pz_0197,1
2488,70693,pz_0237,1
86518,19239,pz_0280,1
170321,70911,pz_0206,1
93549,73599,pz_0250,3
193693,33662,,3
111904,31825,pz_0098,2
110011,31416,pz_0054,1
15442,9421,pz_0386,1
69996,9273,pz_0189,3
162325,17144,pz_0354,1
24431,62006,pz_0334,1
190520,8710,pz_0030,1
126181,35163,pz_0340,1
74769,8581,pz_0289,4
26893,60300,pz_0035,1
162231,47479,pz_0231,1
177055,16110,pz_0292,1
123433,19439,pz_0349,3
22139,74251,pz_0052,2
151638,49573,pz_0083,4
75211,32899,pz_0322,1
113368,13990,pz_0200,1
164775,17900,pz_0106,1
69644,13067,pz_0144,2
129422,57582,pz_0148,2
40823,17393,pz_0041,2
105965,71272,pz_0308,2
183135,10169,pz_0028,2
81995,22758,pz_0088,1
55798,84702,pz_0171,2
88376,35529,pz_0262,1
90033,44320,pz_0162,3
46172,26294,pz_0319,2
96615,40873,pz_0089,1
154247,61723,pz_0162,1
81651,28674,pz_0007,
10116,2619,pz_0097,1
30227,49343,pz_0181,1
33079,6365,pz_0179,2
135270,43463,pz_0059,3
178015,56419,pz_0319,2
128590,82259,pz_0360,1
118926,39793,pz_0369,2
53445,214,pz_0384,3
172712,2822,pz_0286,1
189679,8042,pz_0009,1
73537,84087,pz_0123,2
182790,9523,pz_0290,1
71418,18630,pz_0081,1
124121,762,pz_0111,1
35466,39921,pz_0194,1
172283,2362,pz_0196,4
40434,39787,pz_0025,2
162964,74183,pz_0214,2
127465,31332,pz_0178,3
131214,79036,pz_0204,1
63942,41000,pz_0070,1
69850,61626,pz_0039,2
3648,36870,pz_0049,2
114951,71808,pz_0246,2
9052,70466,pz_0245,2
99513,31705,pz_0049,2
85695,11983,pz_0026,2
142093,56725,pz_0166,1
108166,81246,pz_0363,2
66269,43640,pz_0123,2
74477,61025,pz_0103,1
127023,34387,pz_0139,2
103925,14901,pz_0097,2
157118,18964,pz_0354,1
41873,15197,pz_0271,2
151557,49358,pz_0094,1
168643,77176,pz_0136,1
708,82146,pz_0360,1
152804,22547,pz_0040,3
63745,76207,pz_0341,1
12407,26110,pz_0071,2
87552,31673,pz_0202,3
158110,18425,pz_0185,1
33491,5876,pz_0334,4
128876,63622,pz_0266,4
44072,39424,pz_0171,2
22479,30654,pz_0284,3
117115,64761,pz_0219,1
8962,72844,pz_0218,1
99315,77031,pz_0204,2
118570,29471,pz_0180,1
24700,31241,pz_0277,2
69223,69689,pz_0185,2
8246,50250,pz_0003,3
47873,37927,pz_0291,1
86375,59981,pz_0271,1
92070,18964,pz_0240,1
63562,47405,pz_0382,1
158117,66390,pz_0299,1
3373,15122,pz_0278,2
82453,65912,pz_0082,1
94471,29207,pz_0135,2
189375,72359,pz_0267,2
87009,57227,pz_0266,1
705,18214,pz_0330,1
151839,82765,pz_0092,2
21255,69818,pz_0250,2
52846,10981,pz_0076,3
76553,48969,pz_0318,2
35222,22251,pz_0354,1
150965,41983,pz_0131,1
194300,67869,pz_0287,2
40470,64288,pz_0126,1
176313,56293,pz_0345,2
158552,60358,pz_0179,2
166992,45505,pz_0244,2
193859,80597,pz_0336,1
130611,57602,pz_0054,2
160582,23609,pz_0266,2
104129,23094,pz_0341,
103026,2055,pz_0132,1
5681,76003,pz_0093,1
162867,17874,pz_0009,2
123549,83913,pz_0373,2
106672,26410,pz_0173,2
50592,56440,pz_0157,1
130013,71320,pz_0228,2
58709,65622,pz_0288,1
109440,1510,pz_0013,2
152828,58938,pz_0208,1
107923,24167,,1
66067,12435,pz_0028,1
41982,63718,pz_0148,1
61991,61575,pz_0211,1
49391,38974,pz_0363,1
46736,47381,pz_0026,1
25339,69744,pz_0338,2
56693,42441,pz_0053,2
96060,58163,pz_0343,1
114233,73827,pz_0384,2
70844,6527,pz_0332,1
158793,14977,pz_0248,2
6689,61600,pz_0261,2
91704,48302,pz_0386,2
31068,42855,pz_0193,2
75599,61628,pz_0038,1
145047,30028,pz_0266,1
141573,41414,pz_0188,1
159176,82304,pz_0049,1
70247,29047,pz_0156,4
109263,47907,pz_0146,1
8997,6040,pz_0195,1
88725,76276,pz_0297,1
29451,14933,pz_0279,1
252,40274,pz_0118,1
183809,35225,pz_0241,2
111829,55187,pz_0181,2
23915,66436,pz_0213,1
82390,38278,pz_0151,1
105816,55016,pz_0209,3
54108,49240,pz_0315,1
116915,77070,pz_0304,1
120943,23050,pz_0377,1
75101,27436,pz_0094,2
2083,43620,pz_0259,1
90913,37088,pz_0350,2
157206,79474,pz_0299,1
2340,6851,pz_0104,1
162924,54376,pz_0003,3
106146,79256,pz_0215,1
193305,52308,pz_0325,1
67499,65727,pz_0295,1
43350,68054,pz_0169,2
134801,36681,pz_0369,3
112277,23288,pz_0106,2
76970,81225,pz_0125,1
125291,30584,pz_0110,2
136057,68975,pz_0146,2
147703,66364,pz_0375,3
147680,85102,pz_0283,1
52407,13251,pz_0345,2
30932,23142,pz_0380,1
16404,5231,pz_0179,2
111621,68211,pz_0337,2
9518,59418,pz_0001,4
189307,56390,pz_0249,2
24356,56136,pz_0171,1
3598,65488,pz_0112,4
8481,25579,pz_0105,1
3839,76169,pz_0224,1
96601,7209,pz_0136,1
92496,71624,pz_0128,1
84512,43259,pz_0084,1
55310,66925,pz_0247,1
158190,6984,pz_0269,1
56004,67606,pz_0349,2
181579,74913,pz_0059,2
18315,26579,pz_0334,
146082,42909,pz_0088,4
172289,69347,pz_0106,1
183980,48775,pz_0375,2
179368,45954,pz_0096,1
134471,64590,pz_0019,1
153633,69563,pz_0311,2
162814,70998,pz_0122,2
92040,14406,pz_0194,1
55912,62750,pz_0047,1
189296,84147,pz_0353,1
81523,2379,pz_0165,1
73614,60954,pz_0151,1
25067,65010,pz_0359,4
159418,76721,pz_0181,1
138633,84952,pz_0162,3
117955,56596,pz_0094,4
101582,8300,pz_0054,1
173463,3063,pz_0220,2
186347,77881,pz_0222,2
164846,66882,pz_0264,1
40740,37751,pz_0335,1
46150,33481,pz_0135,2
139281,55529,pz_0151,1
96693,54421,pz_0125,1
78868,8829,pz_0178,3
35088,78885,pz_0262,2
61804,38731,pz_0001,1
50237,34772,pz_0079,1
28497,3228,pz_0090,1
82796,62990,pz_0188,1
92899,77991,pz_0219,1
155970,84904,pz_0038,2
103412,15287,pz_0125,1
112358,7118,pz_0206,3
80175,7734,pz_0370,1
55222,24703,pz_0369,3
175152,42730,pz_0258,1
28321,18479,pz_0120,1
17569,17115,pz_0138,1
102041,37416,pz_0388,2
103890,52185,pz_0080,4
165489,56473,pz_0336,1
69766,76652,pz_0335,2
35947,28488,pz_0223,1
179184,51073,pz_0188,1
71746,68697,pz_0111,2
32693,75555,pz_0094,2
51899,34545,pz_0265,2
90233,48763,pz_0240,2
19150,81956,pz_0008,1
50228,66834,pz_0225,2
167457,23482,pz_0170,1
70917,26790,pz_0123,1
19736,23016,pz_0378,4
101211,18366,pz_0052,1
169268,72553,pz_0248,2
142439,84592,pz_0083,2
172295,10888,pz_0060,2
134287,33157,pz_0020,1
95007,84685,pz_0201,2
76412,77535,pz_0061,3
74607,38797,pz_0092,1
13001,66070,pz_0027,1
130860,72731,pz_0062,1
780,30936,pz_0050,1
48073,17705,pz_0345,1
174952,41589,pz_0139,3
149559,31226,pz_0006,1
115306,84911,pz_0065,2
187268,30934,pz_0170,1
12603,49576,pz_0265,2
77310,81579,pz_0214,1
37684,55954,pz_0097,1
163700,30859,pz_0005,1
44356,4032,pz_0082,1
170279,38419,pz_0097,1
95331,36959,pz_0115,2
81628,55449,pz_0131,4
113674,84140,pz_0211,1
167227,21628,pz_0278,2
158839,57626,pz_0330,2
40357,36287,pz_0281,1
36656,67367,pz_0148,3
28388,72360,pz_0229,1
169254,81677,pz_0004,1
125931,71368,pz_0277,2
82726,8170,pz_0180,1
123429,53878,pz_0102,2
93683,62937,pz_0252,1
81070,19635,pz_0297,2
163707,49837,pz_0023,1
138260,67862,pz_0211,2
30560,3876,pz_0079,4
169997,70360,pz_0048,1
22530,2364,pz_0377,3
56276,26101,pz_0337,2
40432,13214,pz_0274,1
168329,25317,pz_0303,2
81364,25112,pz_0226,2
46161,64343,pz_0103,1
113139,8876,pz_0387,2
59984,57795,pz_0344,1
29174,38502,pz_0177,1
64454,25279,pz_0150,1
66898,73335,pz_0185,3
7601,3441,pz_0199,1
166975,11328,pz_0166,1
91863,7744,pz_0135,2
60015,10363,pz_0243,2
57188,42492,pz_0128,2
115128,58225,pz_0098,1
31125,21853,pz_0273,2
41083,40369,pz_0239,1
89797,51876,pz_0256,1
163923,5308,pz_0069,1
182794,8383,pz_0130,2
154043,51758,pz_0031,1
16024,191,pz_0334,2
111994,47534,pz_0182,1
23018,15125,pz_0361,1
102374,77527,pz_0357,2
5716,19499,pz_0005,3
24640,83098,pz_0251,2
135986,30093,pz_0323,1
559,39240,pz_0177,1
65781,26845,pz_0110,2
16328,11708,pz_0005,2
42126,54578,pz_0336,1
124942,36390,pz_0270,1
24528,17645,pz_0205,2
83528,49313,pz_0059,1
50735,43125,pz_0228,2
65007,3086,pz_0253,1
99660,69091,pz_0140,2
99979,23709,pz_0293,1
143147,43320,pz_0108,1
100396,28848,pz_0351,3
37564,43823,pz_0080,1
125572,47877,pz_0139,1
112175,18805,pz_0148,3
164779,4966,pz_0041,1
87093,23795,pz_0255,1
80408,63942,pz_0165,1
151827,24864,pz_0369,1
9948,76535,pz_0005,2
116331,10553,pz_0269,2
61827,49059,pz_0199,1
53738,4810,pz_0186,4
12666,12491,pz_0028,1
97081,45800,pz_0367,1
45504,17510,pz_0307,1
105413,58258,pz_0132,4
117055,69254,pz_0372,1
73570,58854,pz_0028,1
150135,69202,pz_0286,3
178832,36626,pz_0301,2
106489,23609,pz_0225,4
37127,14485,pz_0038,3
144670,42996,pz_0132,1
127442,34819,pz_0302,1
113562,56665,pz_0115,2
73710,16207,pz_0322,2
169023,74735,pz_0016,1
73009,84518,pz_0163,2
52423,53442,pz_0288,1
181005,58348,pz_0225,1
48515,76180,pz_0115,1
9925,50841,pz_0266,1
53267,18736,pz_0032,4
31069,49267,pz_0339,1
144369,21830,pz_0034,1
170072,42351,pz_0361,1
65250,74783,pz_0010,2
12426,2424,pz_0072,1
187528,21507,pz_0090,2
133878,38943,pz_0176,3
138843,55395,pz_0051,1
88036,26861,pz_0178,1
187741,79381,pz_0166,2
72440,7242,pz_0025,1
53564,32396,pz_0058,1
180924,5727,pz_0262,1
117836,71280,pz_0209,2
61676,18883,pz_0254,2
26931,53527,pz_0148,1
180639,56373,pz_0170,2
4121,5739,pz_0040,2
51740,52079,pz_0169,1
145151,676,pz_0035,2
142132,27134,pz_0177,1
109238,63424,pz_0272,3
148530,58556,pz_0316,1
87030,13225,pz_0046,1
149626,65115,pz_0133,1
139733,25863,pz_0101,3
57244,43842,pz_0087,1
95389,51775,pz_0062,4
115117,66723,pz_0287,3
135502,63987,pz_0119,1
31319,84256,pz_0378,4
111629,30256,pz_0022,2
146235,26720,pz_0225,1
188021,83690,pz_0126,2
126979,28465,pz_0379,3
140787,81357,pz_0086,1
150789,2737,pz_0065,4
138904,39661,pz_0031,1
137352,53091,pz_0204,1
3786,4384,pz_0118,2
174044,8786,pz_0075,1
171243,49338,pz_0147,1
139404,26222,pz_0009,1
97920,78678,pz_0244,3
63400,63113,pz_0121,2
63051,12062,pz_0258,1
150483,34333,pz_0170,1
82928,17808,pz_0191,2
72310,60346,pz_0014,3
17896,31022,pz_0076,4
31488,42074,pz_0156,3
101902,10821,pz_0065,1
54123,17071,pz_0169,1
102554,34062,pz_0358,1
62077,38435,pz_0177,2
107162,25980,pz_0018,1
19705,28925,pz_0004,1
91190,82164,pz_0216,3
116754,21232,pz_0037,1
117196,27516,pz_0235,2
45,56494,pz_0123,1
33561,85129,pz_0376,1
116007,56915,pz_0024,1
54373,2733,pz_0198,4
142542,45852,pz_0141,1
132223,34926,pz_0312,3
81968,74297,pz_0369,1
13424,12567,pz_0144,1
110028,77333,pz_0372,4
88919,42823,pz_0262,1
191494,35633,pz_0211,2
106968,47965,pz_0211,1
191834,2167,pz_0141,1
129092,17181,pz_0319,2
161428,76695,pz_0241,1
163416,74952,pz_0186,2
194389,65076,pz_0302,2
34847,41195,pz_0067,1
176121,40847,pz_0051,2
95825,54094,pz_0220,1
43356,44915,pz_0104,1
41557,16335,pz_0040,4
42174,17582,pz_0085,1
30510,2918,pz_0145,3
24040,55582,pz_0044,3
171390,77498,pz_0259,2
16082,40040,pz_0051,1
34205,16380,pz_0228,1
189836,61688,pz_0236,1
151761,15911,pz_0368,2
34111,65165,pz_0313,1
170114,49769,pz_0161,1
65929,31730,pz_0207,1
109703,9107,pz_0376,1
121437,52935,pz_0306,1
128011,44909,pz_0302,1
13172,46748,pz_0271,1
140533,69539,pz_0359,1
30222,4005,pz_0183,1
71285,64725,pz_0028,2
88253,21359,pz_0017,1
190099,19238,pz_0275,2
78713,31529,pz_0312,1
58353,33761,pz_0364,2
23,72264,pz_0086,2
83630,84187,pz_0089,1
125661,66854,pz_0232,1
48899,62335,pz_0343,3
171267,60257,pz_0019,1
107292,2155,pz_0266,4
184483,79453,pz_0379,1
6787,72549,pz_0085,1
186184,5977,pz_0147,2
82297,63505,pz_0384,1
123581,78169,pz_0361,1
106226,579,pz_0313,1
185400,8369,pz_0233,2
65010,3343,pz_0066,1
171103,54040,pz_0193,4
50843,12171,pz_0373,1
3117,7214,pz_0303,4
143355,32902,,3
98087,15105,pz_0027,2
53566,39804,pz_0240,1
39102,29375,pz_0330,1
14566,65332,pz_0153,1
101658,574,pz_0055,1
144889,59302,pz_0345,1
73203,33777,pz_0374,2
57013,43953,pz_0226,1
60984,38812,pz_0207,3
67786,69820,pz_0213,2
50631,41469,pz_0360,2
100942,69110,pz_0318,3
121565,19219,pz_0147,1
36128,38858,pz_0109,2
161004,1660,pz_0207,1
108413,19577,pz_0379,1
121412,34714,pz_0386,2
94145,17271,pz_0017,2
74851,5627,pz_0066,1
2596,72385,pz_0170,4
141106,79150,pz_0158,1
46072,62845,pz_0262,1
160729,11208,pz_0051,1
18856,3050,pz_0257,1
44931,8242,pz_0297,2
4935,51749,pz_0193,2
7661,84024,pz_0245,1
110893,73373,pz_0178,1
4131,58028,pz_0307,1
51759,25671,pz_0318,2
136654,1603,pz_0095,1
69871,13730,pz_0249,3
163045,42339,pz_0116,1
15087,63682,pz_0214,2
14385,54538,pz_0004,2
87070,2966,pz_0382,3
62120,2256,pz_0029,1
72733,63048,pz_0155,1
150537,81569,pz_0088,3
84004,50853,pz_0040,2
136963,18397,pz_0100,1
30266,27378,pz_0215,4
182877,20519,pz_0177,1
47634,25635,pz_0037,2
21916,2856,pz_0049,1
76368,59520,pz_0197,2
92719,31665,pz_0292,4
62058,7709,pz_0120,2
43897,74273,pz_0158,1
51179,6924,pz_0046,1
149551,22352,pz_0180,1
166793,23785,pz_0358,1
57804,46389,pz_0271,2
161764,24047,pz_0354,1
131455,44522,pz_0354,2
100803,28125,pz_0231,2
151346,53777,pz_0186,2
190065,33217,pz_0294,1
159957,29288,pz_0133,2
187755,73633,pz_0123,1
41565,65954,pz_0316,2
45316,6889,pz_0185,1
193256,59556,pz_0287,1
8590,7706,pz_0280,4
139859,81406,pz_0325,1
61025,1100,pz_0211,1
67019,4369,pz_0268,1
117807,41941,pz_0191,4
51188,16932,pz_0234,2
174040,9181,pz_0118,1
129017,70786,pz_0190,2
164107,2956,pz_0281,2
98259,41932,pz_0204,1
170258,68417,pz_0366,1
117200,27284,pz_0132,1
126564,59574,pz_0006,1
75472,51167,pz_0246,2
86417,52538,pz_0192,1
41012,7067,pz_0143,1
53409,25541,pz_0224,1
173739,50765,pz_0295,1
4233,19232,pz_0343,1
75948,85191,pz_0370,1
86353,56825,pz_0316,1
67542,75427,pz_0047,1
81155,61182,pz_0092,1
113723,39096,pz_0056,1
151375,43639,pz_0060,1
15731,73880,pz_0250,2
56021,48729,pz_0136,1
107589,29817,pz_0046,3
62091,34595,pz_0200,2
53459,28951,pz_0339,1
140509,79218,pz_0011,1
16833,7396,pz_0088,2
126765,11453,pz_0153,4
147997,33657,pz_0038,1
151436,63684,pz_0114,1
135571,13352,pz_0226,3
46254,19270,pz_0098,1
170169,85076,pz_0037,1
189929,5769,pz_0360,3
79945,20900,pz_0261,1
7230,25819,pz_0031,1
178813,2578,pz_0020,2
122331,71451,pz_0290,3
36375,44893,pz_0209,1
134015,17854,pz_0167,1
174434,63380,pz_0138,1
36362,18135,pz_0101,1
192268,20187,pz_0275,1
110859,63781,pz_0157,
176779,82596,pz_0205,1
108461,15703,pz_0348,1
49255,17243,,2
174804,4307,pz_0209,4
143542,4784,pz_0199,4
100346,55669,pz_0075,1
151145,6472,pz_0327,1
119511,40531,pz_0366,1
3525,11975,pz_0316,1
65319,78870,pz_0013,1
133795,49406,pz_0246,1
143186,50676,pz_0256,2
118186,56620,pz_0328,2
383,16230,pz_0322,1
76015,34180,pz_0118,2
35557,67996,pz_0140,1
16925,25209,pz_0077,4
11789,38335,pz_0275,1
6001,73017,pz_0379,1
159792,64814,pz_0053,1
122279,76374,pz_0167,3
59103,33151,pz_0029,1
79915,12581,pz_0060,1
171575,14729,pz_0061,1
185624,25128,pz_0228,3
20305,29549,pz_0304,2
140202,14312,pz_0193,2
111211,15618,pz_0207,1
108751,38047,pz_0344,1
27411,47096,pz_0213,3
154878,85300,pz_0077,1
1424,15318,pz_0068,2
135137,78787,pz_0303,1
90165,15652,pz_0148,1
131844,17459,pz_0108,2
32926,49661,pz_0124,1
191226,69418,pz_0083,1
9543,37862,pz_0002,4
121683,30364,pz_0082,4
168418,78733,pz_0331,2
68425,79807,pz_0220,2
107144,47306,pz_0385,1
156587,19408,pz_0065,1
30678,20598,pz_0045,1
190420,51382,pz_0337,1
67836,31588,pz_0285,1
174451,21214,pz_0298,1
172399,40159,pz_0368,3
38503,28326,pz_0286,2
31967,58157,pz_0121,2
159299,3731,pz_0138,1
61496,54757,,1
178424,49317,pz_0203,1
145312,74058,pz_0073,2
116376,36455,pz_0236,1
139304,29023,pz_0386,3
189634,7501,pz_0353,1
103905,15120,pz_0253,2
72364,16373,pz_0355,1
146715,33672,pz_0075,1
120086,58504,pz_0304,1
138779,41568,pz_0326,1
59906,63480,pz_0274,2
68471,7860,pz_0229,3
191851,76269,pz_0118,3
89434,46387,pz_0324,2
167604,80206,pz_0310,3
190506,16269,pz_0317,1
63484,54652,pz_0101,1
40369,31725,pz_0096,1
58496,84754,pz_0283,2
75517,6260,pz_0341,1
173319,66814,pz_0278,2
157048,33663,pz_0086,1
170856,66365,pz_0256,1
174025,6266,pz_0031,1
55718,28705,pz_0033,3
177935,54252,pz_0135,2
13164,67045,pz_0223,1
80178,2284,pz_0338,1
89637,71618,pz_0353,1
43753,59584,pz_0116,1
175821,4342,pz_0082,2
115198,84367,pz_0195,2
14350,31931,pz_0049,2
165734,52946,pz_0110,3
194207,78538,pz_0181,2
66935,17678,pz_0039,1
189071,1252,pz_0276,1
83633,8003,pz_0357,2
17320,57710,pz_0044,1
37781,82096,pz_0220,1
104385,72851,pz_0299,2
189090,45174,pz_0203,1
110163,37966,pz_0294,2
104530,21276,pz_0110,3
74392,7032,pz_0172,1
88728,60178,pz_0037,1
163887,51488,pz_0257,3
166169,65205,pz_0286,3
95129,75565,pz_0106,3
38626,50427,pz_0092,1
184026,72450,pz_0306,1
165455,26984,pz_0092,3
73032,37053,pz_0072,1
152023,31470,pz_0123,2
87935,58942,pz_0117,1
22014,49175,pz_0092,3
122081,79847,pz_0149,1
30374,28855,pz_0209,
2106,81726,pz_0347,2
13084,45881,pz_0048,3
119333,8152,pz_0222,4
191725,41716,pz_0197,
99506,52487,pz_0123,2
127780,48567,pz_0046,1
41900,28318,,1
180833,58336,pz_0281,2
164804,62338,pz_0167,2
8468,24454,pz_0356,2
35114,61427,pz_0239,1
135298,8680,pz_0032,1
43890,33221,pz_0137,4
26569,43527,pz_0335,2
83057,67250,pz_0140,1
21319,19525,pz_0174,1
166798,27767,pz_0370,2
135035,6516,pz_0352,1
128777,47163,pz_0342,1
46907,49270,pz_0307,3
88288,9663,pz_0004,1
38816,32049,pz_0150,2
21858,35633,pz_0237,1
49219,37833,pz_0338,2
2050,51827,pz_0122,1
63157,2115,pz_0204,2
181817,75233,pz_0369,1
91646,17808,pz_0036,1
128813,37456,pz_0142,3
173953,1959,pz_0223,3
24680,14044,pz_0300,1
42548,202,pz_0034,1
43894,47798,pz_0233,2
130058,78533,pz_0046,1
121494,85211,pz_0057,1
172348,9762,pz_0221,1
170500,73882,pz_0068,1
111720,22296,pz_0311,3
92115,34311,pz_0278,
77852,51652,pz_0302,1
132526,45060,pz_0280,1
158739,82123,pz_0359,4
