order_id,date,time
73419,2023-01-26,11:37:15
6349,2023-11-28,19:52:36
32468,2023-02-17,21:58:03
74324,09-07-2023,16:59:19
78311,2023-04-27,19:56:23
52090,2023-08-30,13:58:53
1464,2023-11-05,21:47:12
37156,2023-07-26,19:38:30
55414,2023-06-27,14:15:12
17369,2023-09-05,15:13:36
39388,2023-10-19,20:59:44
989,2023-10-26,17:52:59
13405,08/29/2023,19:30:00
15546,2023-07-04,20:52:24
1327,2023-02-22,21:29:28
38673,2023-10-30,18:52:42
14355,2023-02-23,12:25:47
21309,2023-04-17,11:02:55
44586,2023-02-25,12:21:38
51833,2023-06-15,19:33:42
42056,2023-07-18,20:12:39
26875,2023-09-01,
11869,2023-07-12,14:54:27
69002,2023-06-09,21:02:32
5521,2023-10-20,13:32:15
26103,2023-04-06,21:07:04
78396,2023-02-19,12:51:49
66147,2023-09-21,13:18:23
1899,2023-03-21,21:39:42
15884,07/31/23,16:08:20
76856,2023-09-19,12:55:56
6575,2023-10-17,15:04:52
77116,2023-07-02,19:31:30
3729,2023-11-08,14:39:28
59982,2023-01-26,13:51:32
63319,2023-11-09,22:34:01
63898,2023-05-11,12:28:43
45677,2023-05-23,13:33:18
64416,2023-11-21,19:09:35
27962,2023-08-16,14:29:52
60450,2023-03-19,11:12:03
47460,2023-05-03,21:36:20
63210,2023-03-29,22:21:43
31265,10/20/23,20:16:17
12626,2023-06-27,13:35:15
64769,2023-06-27,22:19:43
76107,11/17/23,19:08:38
25675,2023-08-29,12:05:47
45129,2023-12-26,20:53:28
72748,2023-11-08,19:36:00
82840,2023-02-13,22:49:51
59063.0,2023-07-15,21:42:41
59613,2023-06-10,19:16:28
70000,2023-07-13,12:51:51
31981,2023-06-24,13:40:50
26700,2023-09-23,16:01:04
44357,2023-11-14,14:54:06
15936,2023-07-03,19:34:53
79087,2023-02-27,16:27:45
24405,2023-08-22,20:13:33
2170,2023-10-06,14:38:53
13289,2023-08-31,17:51:49
47086,2023-01-02,18:00:13
64246,2023-04-07,19:45:00
81849,2023-01-23,13:28:52
49356,2023-04-11,13:00:46
36804,2023-06-10,15:20:46
10281,2023-10-08,18:36:38
7761,2023-08-03,17:37:11
52789,2023-04-06,17:12:35
27069,2023-04-02,17:05:31
8788,2023-12-04,18:16:01
74544,2023-03-20,16:23:04
37123,2023-04-30,20:09:28
7613,2023-08-04,21:01:31
9005,2023-02-07,15:26:08
17381,2023-06-30,14:55:04
78894,2023-09-17,18:46:06
75868,2023-12-26,13:02:54
30260,2023-10-16,20:54:45
19001,2023-10-25,19:51:50
18947,2023-06-17,16:28:47
70340,2023-08-21,16:29:10
26131,2023-01-23,19:57:37
35679,2023-05-29,13:51:14
48671,,13:44:05
17775,2023-07-29,13:21:00
47055,2023-08-25,16:18:29
74995,2023-02-20,20:59:09
29916,2023-12-04,19:50:55
14868,2023-09-04,20:04:27
64897,2023-12-27,18:46:18
50370,2023-02-19,17:45:42
83395,2023-08-09,14:57:05
50167,2023-10-15,13:14:22
8669,04/11/23,20:08:00
678,2023-01-19,14:31:22
36722,2023-03-29,13:04:27
10532,2023-05-02,17:14:02
38456,2023-08-21,21:58:45
77216,17-08-2023,21:06:36
31571,2023-01-28,13:11:03
69954,2023-01-09,19:18:55
64213,2023-10-06,15:39:57
66310,,19:03:06
44715,2023-09-03,12:24:39
64764,2023-02-14,16:40:56
15773,2023-05-28,20:42:26
69935.0,2023-04-17,17:41:42
10976,2023-09-06,20:59:24
42324,2023-06-27,22:27:23
21753,2023-04-22,21:33:07
32681,2023-01-06,13:10:14
84547,2023-12-06,20:39:19
79971,2023-06-28,18:18:05
62835,2023-07-22,17:25:02
29660.0,2023-04-16,19:11:05
44600,,14:19:15
11714,2023-05-31,14:05:24
6026,2023-11-25,11:31:14
37540,2023-06-14,17:36:13
37483,2023-10-01,20:26:35
45276,2023-07-17,21:52:13
36577,2023-06-03,13:19:30
46596,2023-06-26,18:03:34
38904,2023-11-09,18:36:01
38600,2023-10-29,21:31:06
23707,2023-06-13,15:41:45
76526,2023-10-13,18:46:23
62847,2023-02-11,15:32:08
82868,13-05-2023,13:19:41
51206,2023-06-29,
76182,2023-07-18,19:08:24
57137,05/28/23,17:12:01
10115,2023-07-20,13:01:56
72687,2023-09-25,19:16:41
67933,2023-04-01,18:15:33
15200,2023-03-19,20:10:19
37111,2023-09-20,20:23:00
45220,08/31/23,13:54:53
33305,2023-03-07,15:24:22
46115,2023-11-09,19:51:31
32526,2023-07-19,21:46:03
40940,2023-10-16,12:37:23
47279,2023-03-17,21:19:15
29363,2023-02-09,12:40:32
17020,2023-04-18,18:00:28
23119,2023-08-09,13:35:41
35065,2023-07-17,19:18:00
24301,2023-10-15,12:20:40
83593,2023-12-01,20:08:37
8778,2023-10-17,18:33:28
24625,08/21/2023,14:30:34
21213,2023-05-17,19:50:11
8926,2023-07-31,12:59:21
47848,2023-02-09,21:31:44
7162,2023-10-26,13:02:32
69222,2023-02-06,19:48:21
72187,2023-04-10,18:26:07
84961,2023-07-13,21:51:00
30932,2023-08-12,21:55:34
51266,2023-09-30,19:14:06
83052,2023-01-12,
73565,04/10/2023,
25020,2023-03-27,19:50:36
15063,2023-05-01,18:36:10
62213,2023-11-18,12:29:16
17180,2023-06-07,16:09:03
11926,2023-02-11,17:14:25
13608,2023-03-16,15:34:38
26915,2023-01-22,19:37:32
7293,2023-07-06,17:07:03
77882,2023-04-29,14:33:19
68000,2023-03-02,18:54:22
18480,2023-04-11,20:06:45
11058,2023-12-28,19:47:06
82730,2023-01-04,21:16:56
30489,2023-07-16,13:16:48
22246,2023-08-29,19:21:52
41737,2023-01-11,21:03:09
53871,2023-05-16,20:39:07
54177,2023-10-24,22:28:39
74373,2023-10-18,13:17:22
33392,2023-11-03,18:33:28
31780,06/05/23,21:33:58
16954,2023-08-25,14:48:35
84084,2023-04-11,13:46:36
9992,2023-12-07,14:38:16
58585,2023-01-07,11:55:09
33977,2023-08-28,18:51:47
73993,2023-07-26,13:13:33
67997,2023-01-27,22:23:49
67436,2023-04-10,13:17:54
43183,2023-12-29,22:51:06
39865,2023-12-06,18:05:13
44688,2023-12-24,20:46:22
38973,2023-10-04,19:49:37
46462,2023-10-30,12:02:30
8528,2023-04-01,12:12:55
49847,2023-06-09,21:26:22
69987,2023-12-17,12:15:43
40310,2023-01-06,17:59:34
16889,2023-04-13,21:50:45
52698,2023-05-21,12:18:46
75252,2023-06-02,
53957,2023-07-05,
81468,2023-07-29,20:36:37
72495,2023-09-05,13:44:08
36196,2023-05-28,18:05:41
77841,2023-01-30,18:58:56
8992,2023-10-19,13:49:31
71123,2023-01-27,21:17:40
23823,2023-02-04,15:59:43
46700,2023-04-14,15:54:40
20930,2023-09-09,14:38:36
51649,2023-02-05,22:35:28
56808,2023-09-18,14:09:56
25454,2023-03-06,13:45:59
46472,2023-03-22,18:22:20
9961,2023-02-21,21:12:36
38688,2023-04-09,17:22:31
677,2023-01-07,20:36:48
63017,2023-07-23,13:11:40
63905,2023-09-25,21:14:14
24589,2023-09-26,14:16:06
81951,2023-05-30,20:26:33
80723,2023-03-12,16:30:37
49197,2023-10-15,11:37:28
39889,2023-11-17,13:20:50
19646,2023-01-22,15:37:24
61420,2023-10-11,12:58:10
23359,2023-06-20,15:59:38
45499,2023-10-28,13:05:58
37248,2023-01-09,21:07:30
44115,04/18/2023,12:37:42
44903,09/08/2023,22:30:12
10589,2023-12-29,14:52:08
56033,2023-10-01,20:27:31
84925,2023-11-23,13:27:29
2561,2023-01-28,21:58:31
12481,2023-04-11,13:34:15
50480,2023-08-13,18:46:31
25320,2023-02-27,17:21:04
77530,2023-07-07,18:26:52
3440,2023-06-29,13:08:27
35728,18-06-2023,14:57:33
21591,03-07-2023,21:35:56
33909,2023-03-29,14:29:59
48783,2023-11-28,21:34:22
52326,2023-03-29,16:25:02
58416,2023-04-07,18:15:31
38703,2023-07-03,19:03:32
80884,2023-06-11,
44154,2023-08-20,20:29:44
36054,2023-07-29,16:22:04
36228,2023-06-19,16:17:30
19212,2023-07-17,20:44:03
7705,2023-10-24,16:51:32
61707,2023-08-31,18:15:31
58046,2023-04-06,18:05:21
18806,2023-02-26,18:41:02
9620,24-08-2023,15:50:18
39700,2023-12-05,17:20:41
50229,2023-01-12,18:20:13
25815,2023-01-24,19:32:23
42747,2023-08-28,20:31:08
81118,2023-10-14,18:29:38
69245,2023-08-18,12:24:11
69790,2023-11-23,12:16:43
65980,,13:30:16
59505,2023-05-02,17:32:11
77803,2023-03-21,18:12:08
53328,2023-09-01,20:35:52
64644.0,2023-12-10,19:18:04
28684,2023-01-24,13:22:37
49452,2023-11-08,18:34:14
26693,2023-11-03,19:23:47
63264,2023-01-17,17:22:18
78557,2023-05-21,21:50:29
78294,2023-04-26,17:48:31
50917,2023-04-08,21:25:49
35254,2023-02-07,12:22:23
68121,2023-12-11,22:33:24
232,2023-07-08,17:51:14
16457,2023-01-10,21:31:21
76961,,21:35:45
55392,2023-05-21,13:40:57
59049,2023-06-21,15:06:19
46379,2023-09-10,14:45:44
50437,2023-12-25,22:14:02
67824,2023-08-13,21:22:07
39530,2023-02-19,22:21:59
47551,2023-08-23,14:44:57
49066,2023-09-15,22:55:31
61525,2023-06-15,19:08:29
27598,2023-05-28,17:55:29
6079,2023-02-09,12:48:03
72695,2023-12-15,13:36:14
78265,2023-05-15,19:37:34
52459,2023-10-25,11:17:26
33211,2023-09-20,16:31:03
43292,2023-01-15,14:35:14
63997,2023-09-03,16:40:47
12840,2023-10-31,20:38:16
77217,2023-04-09,13:32:03
47576,2023-07-05,17:00:02
14757,2023-06-19,22:07:07
10401,2023-03-13,20:12:16
6104,2023-03-26,12:05:37
65130,2023-01-27,16:01:08
63509,2023-05-04,16:14:49
49432,2023-07-30,20:43:06
22745,,14:50:17
20643,2023-03-25,15:40:51
49141,2023-10-24,14:01:48
66626,2023-08-21,13:02:18
17986,2023-12-12,20:06:26
20609,2023-10-25,21:11:20
77936,2023-07-28,22:40:44
16963,2023-11-30,19:24:04
38691,2023-08-19,14:16:04
38428,2023-10-18,13:27:08
49372,2023-12-25,14:00:31
81378,2023-10-14,18:46:02
84673,2023-02-14,20:11:11
9816,2023-08-14,20:15:29
78465,2023-02-19,19:45:45
59475,2023-09-24,17:05:06
67053,2023-01-10,14:47:08
30541,2023-01-24,17:23:44
46308,2023-05-24,13:05:46
71740,2023-10-29,12:28:23
10817,2023-10-11,17:24:22
19757,2023-03-21,21:49:00
65150,2023-07-13,21:30:25
1510,2023-05-06,19:58:46
23935,2023-07-12,20:16:40
63364,2023-05-23,14:21:33
19620,2023-11-10,21:51:30
55915,2023-03-02,13:16:25
79435,2023-10-22,20:20:56
82537,2023-12-11,14:22:07
27121,2023-12-09,20:41:20
11990,2023-12-28,21:29:06
35914,2023-07-17,13:10:55
68663,2023-01-12,19:51:03
28990,2023-04-30,21:41:59
75027,2023-06-08,18:37:55
54004,2023-06-07,19:46:59
69409,2023-08-03,18:02:47
23801,2023-08-02,15:04:34
7212,2023-06-09,13:36:56
56323,2023-06-05,20:18:35
82133,2023-12-10,16:35:32
18332,2023-07-04,13:47:09
11081,2023-02-12,
53034,2023-12-29,20:54:41
72766,2023-01-23,21:24:35
60575,2023-04-16,21:13:24
1691,2023-07-15,11:47:45
80639,2023-06-03,13:46:25
33886,2023-06-29,20:38:53
66385,08/05/23,17:49:04
22081,2023-09-22,17:37:06
37042,2023-07-21,12:42:23
27021.0,2023-06-15,
2473,07/25/2023,11:43:50
84322,2023-04-02,13:42:43
27924,2023-01-02,12:25:34
76181,2023-01-31,13:15:56
79057,2023-08-11,21:37:51
65221,2023-09-04,22:25:38
85183,2023-04-07,17:38:04
67739,2023-02-24,17:05:29
72488,2023-06-20,13:56:22
40574,12/05/2023,19:48:50
4244,2023-01-19,13:58:01
64967,2023-11-05,11:10:48
50751,2023-08-15,19:24:53
77643,2023-01-27,20:17:39
73831,2023-04-28,20:38:16
22816,2023-09-09,16:51:07
32421,2023-03-13,17:48:22
47008,2023-01-11,18:24:01
69176,2023-08-10,20:35:46
36731,2023-08-23,20:37:52
68612,2023-11-12,
29841,2023-03-04,22:32:22
3732,2023-06-21,16:04:32
79148,2023-02-10,18:33:43
19032,2023-06-21,20:54:46
66240,2023-01-09,
81727,05/03/23,12:35:25
59400,2023-12-30,11:12:05
72954,2023-10-25,
29221,2023-08-10,13:20:24
43044,2023-11-28,20:19:29
22169,2023-12-29,21:22:19
8493,2023-03-28,21:25:40
60711,2023-10-03,13:09:02
4616,2023-01-30,20:31:54
61716,2023-01-26,19:27:19
24373,2023-08-10,18:19:35
43940,2023-11-21,20:03:27
48181,04/23/23,20:20:39
76311,2023-05-30,17:24:12
9951,02/08/23,20:48:08
78146,2023-06-06,20:39:31
15730,2023-09-24,11:43:43
41733,2023-08-15,12:48:56
32083,2023-01-28,20:50:21
13551,2023-07-19,12:36:31
19370,2023-10-31,11:48:30
67491,2023-10-08,13:13:33
26341,2023-06-26,17:52:12
62182,2023-12-12,13:12:27
17563,2023-11-28,19:34:13
61568,2023-04-11,21:14:40
39596,2023-09-06,19:58:01
16198,2023-06-26,14:50:53
37582,2023-03-23,17:26:28
73137,2023-03-09,18:02:38
1968,2023-10-06,20:06:25
82865,2023-10-16,18:34:52
50594,2023-01-10,22:45:31
30566,2023-08-22,19:33:03
59442,2023-09-09,16:28:10
17271,,14:13:05
7025,2023-03-07,12:16:09
83413,2023-10-05,15:13:09
83043,2023-02-18,22:07:35
68700,2023-08-26,18:10:35
27791,2023-09-16,22:39:48
60629,2023-10-10,11:23:52
40888,2023-06-04,22:20:18
14203,,13:16:09
74950,28-12-2023,20:51:56
9462,2023-05-03,14:57:22
65864,2023-10-18,21:12:45
3827,2023-08-06,18:55:49
7656,2023-06-12,17:25:52
23342,2023-07-09,13:16:03
58242,2023-02-12,19:11:26
31514,2023-06-19,20:49:26
36277,2023-05-02,20:15:30
3281,2023-04-30,20:28:43
55093,2023-12-06,20:33:05
29092,2023-12-31,12:39:19
55918,2023-05-13,21:15:46
76251,2023-10-14,21:43:27
50930,23-07-2023,13:02:54
78847,2023-03-03,19:52:53
57751,2023-05-22,19:33:12
15177,2023-06-28,19:35:13
55324,2023-04-13,19:50:49
13410,09/10/23,21:39:42
51755,2023-07-31,20:42:06
27746,2023-08-18,22:26:29
30696,2023-10-24,20:37:26
24152,2023-03-05,19:38:21
75036,2023-11-27,17:46:53
206,2023-08-10,19:39:40
58905,2023-04-02,14:25:11
82836,2023-06-12,18:46:58
12591,2023-08-14,20:11:19
16320,2023-02-17,19:15:21
72071,2023-10-20,19:04:47
13309,2023-09-18,17:25:23
18241,2023-07-12,12:04:29
84121,2023-12-07,16:37:15
33435,2023-03-18,13:40:29
20223,2023-01-26,11:44:03
76575,2023-03-22,17:25:24
40578,2023-11-28,15:57:06
2812,2023-03-06,12:01:35
17333,12/21/23,17:40:38
25316,2023-08-29,13:58:12
66523,2023-07-24,14:56:30
34548,2023-01-19,18:33:27
53986,2023-10-01,14:07:05
74734,2023-04-18,13:22:35
83218,2023-06-11,17:32:10
19102,2023-09-15,21:15:13
68987,2023-05-09,13:50:28
3419,2023-01-25,20:35:19
4970,2023-04-03,14:26:57
55359,2023-06-16,20:57:45
76784,2023-01-27,16:41:05
32269,2023-06-18,13:19:24
81825,2023-12-17,18:27:03
62409,2023-12-05,20:31:50
75109,2023-01-07,
47383,,13:12:54
58002,2023-02-12,16:53:15
23983,2023-12-19,13:20:29
8196,2023-07-17,13:45:38
53603,2023-10-24,18:14:08
1027,2023-01-23,13:13:44
22439,2023-07-09,22:10:03
67586,2023-02-07,19:59:03
82098,2023-01-30,21:07:59
76229,2023-02-13,13:59:57
9543,2023-06-05,16:02:51
27306,2023-05-08,13:38:07
14556,2023-04-18,17:58:06
6350,24-06-2023,21:58:51
52192,2023-10-26,21:59:23
4290,01-11-2023,12:23:21
30850,2023-11-12,20:37:22
78304,2023-06-04,11:23:29
33071,2023-01-17,14:54:28
32987,2023-10-29,13:19:57
67480,2023-04-10,18:08:27
26518,2023-03-19,19:12:26
16554,2023-11-02,17:35:13
32914,2023-08-06,14:03:11
82707,2023-12-11,15:05:25
50765,06-08-2023,13:20:51
22258,2023-11-27,
40189,06/23/23,15:17:17
4475,2023-03-03,20:40:01
73883,2023-10-16,18:24:55
45303,2023-02-21,19:44:51
45617,10/05/2023,17:07:47
30926,2023-03-14,15:40:22
23858,2023-07-20,14:43:48
77019,2023-11-22,13:07:10
63477,2023-01-08,22:57:41
12366,2023-01-05,21:24:25
14765,2023-09-11,21:10:06
26901,2023-04-30,19:09:17
77341,2023-08-14,21:20:13
71896,2023-06-14,13:44:51
65542,2023-05-25,12:09:32
66677,2023-06-16,18:30:45
21822,2023-06-12,21:04:34
33587,2023-01-21,12:51:55
59022,2023-06-02,17:29:48
62516,2023-04-11,22:42:18
34475,2023-04-10,18:50:11
76523,2023-11-01,14:57:54
40514,11/26/23,14:47:07
69885,2023-12-02,14:47:07
21489,2023-12-29,20:23:22
39661,2023-08-06,14:29:04
32586,2023-05-12,16:34:31
60326,02/27/23,19:55:15
81611,2023-01-14,15:26:22
20848,2023-05-27,15:26:09
37624,2023-04-18,20:27:22
78068,2023-04-26,21:39:55
45076,2023-08-07,20:54:11
1856,2023-12-03,
10582,2023-05-13,21:18:58
17542,2023-04-09,18:56:58
75268,2023-02-07,13:19:50
35003,2023-09-08,13:40:26
43549,2023-12-21,13:33:30
23471,2023-09-16,19:42:15
828,2023-06-15,20:14:55
82275,2023-03-20,20:07:08
26920,2023-09-16,13:21:03
5676,2023-03-15,20:38:39
10139,2023-04-21,22:28:24
56710,2023-03-04,20:22:47
79664,2023-05-20,15:09:10
7192,2023-02-08,20:13:33
48113,2023-06-20,15:57:57
775,2023-09-20,20:16:12
58030,2023-02-24,21:37:53
37849,2023-02-15,13:49:20
60504,2023-09-01,12:25:34
64787,2023-06-11,17:05:27
7955,2023-03-05,18:21:55
80245,2023-05-15,14:04:23
65478,2023-05-09,18:33:58
30554,2023-07-21,21:54:09
12380,2023-12-30,21:24:17
24635,2023-08-21,19:30:04
55021,2023-04-18,20:05:59
64148,2023-03-01,21:44:00
17441,2023-06-01,20:59:59
12425,2023-07-23,16:36:28
7681,2023-09-28,19:23:08
76637,2023-11-17,13:25:41
645,2023-12-28,14:03:47
1341,2023-01-01,20:03:40
68503,2023-07-08,13:48:31
56795,2023-04-13,11:39:45
84141,04/05/23,13:20:23
42842,,20:37:13
50402,2023-05-22,21:15:45
78363,2023-06-07,
32793,04/15/2023,20:39:52
27060,2023-08-15,21:13:14
32510,2023-05-23,13:08:55
69377,2023-07-16,21:53:30
48346,2023-07-24,16:04:06
9385,12-07-2023,17:04:10
2214,01/22/2023,18:02:55
84011,2023-05-06,21:38:29
24560,08/20/2023,14:35:10
67874,2023-04-21,16:05:13
22908,2023-08-23,19:35:40
62013,2023-05-01,18:16:34
31393.0,2023-01-18,19:37:34
8766,05/08/2023,16:12:34
57404,2023-12-09,22:20:21
25485,26-09-2023,13:57:28
63472,2023-02-10,21:08:23
11213,2023-08-10,17:03:15
83876,2023-06-18,14:45:01
17996,2023-12-23,20:25:11
25837,2023-06-28,19:16:37
66711,2023-01-25,12:43:58
5390,2023-10-25,18:16:38
32387,2023-04-09,13:19:15
53620,2023-11-19,19:05:53
15509,2023-12-16,21:06:01
76456,2023-05-12,22:47:30
33944,2023-07-31,14:28:21
22808,2023-02-16,18:25:06
18147,2023-09-04,17:17:36
82140,07-09-2023,17:07:09
81087,2023-03-13,13:46:08
80185,2023-07-23,21:30:49
22538,2023-05-16,15:25:16
849,2023-11-16,14:45:30
37808,06/21/2023,14:20:17
72052,2023-07-01,20:47:26
17418,2023-05-25,15:04:44
28675,2023-06-25,20:57:08
11372,2023-10-14,20:12:59
79592,2023-06-04,19:07:04
52785,01/07/2023,11:16:13
50,2023-10-27,21:17:45
35828,2023-05-07,16:33:31
78659,2023-02-19,20:08:17
6907,2023-01-27,19:38:35
68799,02/04/2023,18:42:06
76328.0,2023-05-11,21:27:23
22224,2023-10-07,18:20:34
22055,2023-04-07,20:59:31
70805,2023-03-25,21:33:44
55766,2023-07-08,20:14:37
700,2023-09-19,13:58:49
69135,2023-02-16,12:20:07
12468,01/08/2023,18:12:13
78587,2023-10-13,13:40:07
44078,2023-09-16,13:05:12
73914,2023-12-20,20:41:29
74455,2023-03-02,18:22:59
64308,2023-07-30,18:12:18
34641,2023-10-30,11:48:05
74587,2023-04-01,18:30:01
53275,2023-04-09,16:24:33
31764,2023-01-07,15:33:04
83007,2023-01-10,19:38:51
20985,2023-07-31,13:16:30
36100,2023-10-22,14:17:56
68603,2023-02-25,16:17:15
70263,2023-02-21,21:33:54
54731,2023-07-16,22:21:54
5523,2023-11-17,13:51:02
27439,2023-10-04,14:25:20
5767,2023-11-22,14:07:48
28406,2023-06-15,13:20:56
56513,2023-03-22,21:29:08
7961,2023-08-29,22:02:10
46160,2023-06-04,13:19:49
9768,2023-06-28,13:41:36
46259,2023-04-08,18:12:46
55982,2023-01-09,13:16:48
33808,2023-06-26,19:13:05
64280,2023-12-26,21:33:54
66810,2023-01-15,13:16:46
30618,2023-07-02,19:44:38
26601,2023-03-28,19:58:35
35035,2023-11-12,
66337,2023-02-27,16:22:34
22740,2023-05-27,21:44:54
3868,2023-02-05,20:10:23
70551,2023-04-29,13:14:18
2826,2023-12-03,13:06:35
48766,2023-06-30,20:10:44
39340,2023-02-02,19:08:10
10806,2023-02-12,21:58:47
66778,2023-05-16,15:38:42
3939,2023-08-10,14:29:56
67216,2023-01-27,14:17:28
75628,2023-11-01,21:30:43
61514,2023-09-20,19:06:59
40936,2023-08-06,21:46:08
81429,2023-04-19,21:59:32
62373,2023-07-13,21:50:40
39822,2023-07-24,21:44:27
30388,2023-01-25,14:56:14
26832,07/18/23,19:48:29
12108,2023-03-09,19:14:24
8880,2023-08-28,13:26:28
21764,2023-07-25,13:18:40
30501,2023-12-18,18:40:04
5687,2023-12-11,21:39:45
75684.0,2023-04-28,16:26:08
8815,2023-09-10,14:57:07
15866,2023-03-26,14:05:33
49998,,13:20:06
73973,2023-04-22,14:43:29
82953,05-02-2023,18:37:34
84134,2023-12-16,20:23:11
50533,2023-06-04,19:26:24
39973,2023-11-30,20:07:00
80430,2023-07-24,13:40:22
46040,2023-02-28,13:50:43
69818,2023-04-07,19:00:12
84420,2023-06-07,12:02:54
46053,2023-01-27,13:31:19
84211,06/02/2023,14:59:44
44141,2023-12-11,14:11:09
53324,2023-12-14,12:05:04
71231,2023-05-21,17:18:27
47652,2023-07-16,13:42:45
48471,2023-03-30,20:16:58
12630,2023-04-18,20:23:21
4382,2023-09-11,13:06:22
72359,2023-05-13,22:34:35
66678,2023-02-19,19:34:03
68355,2023-05-27,22:59:00
1471,2023-11-23,13:42:38
6120,2023-12-22,16:25:19
37408,2023-12-25,22:00:11
31346,2023-08-29,14:27:58
20473,2023-03-03,13:21:30
78016,2023-08-06,13:52:37
30149,2023-11-26,18:00:46
55171,2023-06-20,16:55:42
65508,2023-05-30,13:28:26
31410,2023-12-15,22:30:51
80818,2023-03-16,19:14:06
19580,2023-02-16,22:33:20
36921,2023-03-19,21:22:08
59427,2023-10-19,18:51:59
72864,2023-11-23,20:12:31
5647,2023-12-07,13:20:17
35182,2023-11-22,21:04:37
56176,2023-05-24,13:09:49
79354,2023-12-29,21:28:46
58777,2023-09-09,21:58:08
35310,2023-03-09,18:43:45
74291,2023-09-06,13:47:08
85222,2023-12-28,21:06:55
53093,2023-12-30,14:15:35
21066,2023-07-30,13:43:41
42588,2023-01-12,12:09:08
18661,2023-01-02,13:52:01
28923,2023-10-24,20:33:06
22014,2023-05-27,18:31:30
19139,2023-01-06,20:45:19
9949,2023-02-10,18:48:36
25982,2023-07-09,18:17:11
33831,2023-06-29,15:01:01
73188,2023-11-12,20:14:46
2395,02/13/2023,19:25:45
10042,2023-11-15,18:53:58
40048,2023-11-10,15:06:50
40756,2023-09-12,18:55:59
3010,2023-11-10,20:04:31
39393,2023-11-25,20:57:38
40700,2023-02-11,17:59:37
13829,2023-04-03,14:37:29
1228,2023-01-15,19:33:03
75739,10-01-2023,14:53:03
41048,2023-04-30,21:36:57
914,2023-01-23,20:50:54
71078,2023-07-02,22:45:32
17911,2023-09-15,21:28:45
46510,2023-05-06,21:13:51
26463,2023-08-12,16:26:26
2235,2023-03-27,22:53:38
37373,2023-04-23,21:35:32
29317,2023-02-08,21:40:04
17477,2023-10-29,20:10:03
33745,2023-11-18,21:03:09
30838,2023-11-20,14:55:10
10961,2023-04-15,15:48:11
69382,2023-03-14,22:15:28
11103,2023-03-22,13:57:00
30269,2023-05-29,15:36:37
46938,12/08/23,14:28:13
72264,2023-04-06,17:04:14
34267,2023-01-26,15:31:15
23288,2023-01-29,18:09:55
65244,2023-10-07,14:45:12
50761,2023-11-21,19:51:42
19749,,13:17:45
83421,2023-01-07,20:02:28
84969,2023-07-26,11:11:10
8748,2023-02-15,19:30:28
63741,2023-06-28,12:13:25
13447,2023-07-07,
8038,17-10-2023,16:21:47
73947,2023-09-15,17:54:39
27981,2023-11-03,19:39:39
11161,2023-03-24,12:12:16
40838,2023-03-06,12:42:26
53297,2023-12-22,17:06:39
20782,2023-03-14,14:59:40
5553,2023-06-24,21:37:43
83698,2023-03-15,17:35:22
53704,2023-10-27,21:46:15
56009.0,2023-05-08,20:07:21
25067,2023-11-22,16:16:07
7437,2023-10-02,21:25:58
71174,2023-06-16,19:21:12
59441,2023-06-08,13:20:52
78219,2023-12-18,14:11:55
29741,2023-04-23,16:36:39
28148,2023-09-12,19:01:34
64999,2023-12-06,18:57:53
38968,2023-10-22,20:00:15
35366,2023-03-11,13:23:49
39242,2023-08-19,17:26:50
13638,11-01-2023,22:25:50
19890,2023-08-17,18:31:37
23602,2023-02-09,13:33:31
15657,2023-07-19,21:54:36
54113.0,2023-08-11,22:36:55
38193,2023-04-11,22:06:40
55085,2023-11-14,13:31:18
81504,2023-10-16,13:49:52
5594,2023-02-28,22:07:47
50363,2023-11-05,22:41:54
57617,2023-01-12,17:21:35
71016,2023-09-05,14:34:47
29307,2023-07-24,19:35:55
22910.0,2023-05-16,12:47:31
63434,2023-12-27,19:37:49
44899,2023-05-05,22:08:51
9237,06/14/23,20:55:39
2423,2023-12-17,19:04:59
65156,2023-09-24,19:40:34
74349,2023-08-19,11:02:02
80932,2023-05-14,18:10:15
44193,2023-10-26,15:07:21
37785,2023-10-12,14:57:14
8777,2023-07-22,17:40:22
2233,2023-10-25,21:10:27
58684,2023-10-01,15:16:13
29294,08/13/2023,17:57:22
52277,2023-02-15,12:41:25
80621,2023-08-28,21:41:34
10384,21-05-2023,13:41:17
76432,2023-01-16,18:32:33
29836,2023-10-07,14:04:09
63317,2023-04-07,15:55:21
68262,2023-06-24,14:32:07
81597,2023-01-05,15:53:44
78716,19-06-2023,16:23:11
51190,2023-03-18,19:45:36
14095,2023-05-02,21:04:00
75455,2023-04-03,14:12:38
31259,2023-03-16,19:57:24
64523,11/05/2023,21:14:52
46335,2023-08-26,19:00:45
65557,2023-07-03,21:39:30
68269,2023-07-20,19:39:30
210,06/03/23,16:31:44
59541,2023-02-03,22:48:22
53399,2023-09-16,12:41:08
43033,2023-01-10,22:44:22
1261,2023-10-16,18:27:15
58902,2023-05-03,12:52:37
48675,12/04/2023,13:57:12
76403,2023-02-27,20:41:55
34290,2023-07-10,13:49:38
78002,2023-06-03,21:24:54
74895,15-07-2023,20:34:35
29168,2023-11-21,12:59:21
45337,2023-11-11,13:42:12
43716,2023-03-06,12:50:55
80826,2023-12-28,
53203,2023-01-07,12:10:30
39752,2023-11-26,12:56:37
57054,2023-10-21,16:04:06
81768,2023-08-25,22:28:03
